timestamp,wind_power,pv_power,load,temperature,irradiance,wind_speed
2023-01-01 00:00:00,13.516215,0.0,26.89447,12.347279,0.0,13.134496
2023-01-01 01:00:00,29.96269,0.0,21.721211,12.948168,0.0,12.293314
2023-01-01 02:00:00,17.498797,0.0,23.181455,12.811473,0.0,11.50044
2023-01-01 03:00:00,20.703382,0.0,26.726294,13.555973,0.0,12.803352
2023-01-01 04:00:00,35.20424,0.0,25.112677,13.348505,0.0,12.319695
2023-01-01 05:00:00,33.762125,0.0,21.424531,13.011392,0.0,11.607916
2023-01-01 06:00:00,19.154726,1.473429,26.27309,17.484086,48.851965,12.870462
2023-01-01 07:00:00,18.546909,5.508535,43.716777,21.96904,144.888377,12.377321
2023-01-01 08:00:00,16.602711,10.483367,41.561785,24.198126,294.037992,12.557368
2023-01-01 09:00:00,39.891469,25.518011,30.102595,26.760453,583.256677,12.469018
2023-01-01 10:00:00,21.499131,25.033954,38.567246,27.853228,802.983221,13.017378
2023-01-01 11:00:00,14.75126,36.896892,28.288417,28.830856,950.320882,11.045632
2023-01-01 12:00:00,23.37876,37.855271,32.235324,29.955284,895.685444,12.146351
2023-01-01 13:00:00,15.174063,22.008857,31.621188,28.842506,625.533825,11.141731
2023-01-01 14:00:00,35.044487,10.897358,39.986038,28.02354,339.372585,11.796005
2023-01-01 15:00:00,35.843668,6.272718,41.200522,26.894786,128.769455,11.787139
2023-01-01 16:00:00,43.461369,1.660473,40.721486,23.094775,46.889484,12.465499
2023-01-01 17:00:00,34.170386,0.459726,34.492844,21.790013,11.462592,11.497358
2023-01-01 18:00:00,25.653479,0.0,44.141873,18.906902,0.0,11.386233
2023-01-01 19:00:00,18.769101,0.0,49.522273,12.412805,0.0,12.959823
2023-01-01 20:00:00,35.690017,0.0,41.581796,12.801545,0.0,12.58797
2023-01-01 21:00:00,13.385091,0.0,35.387702,12.021748,0.0,11.902471
2023-01-01 22:00:00,10.152015,0.0,31.654085,13.402794,0.0,11.079711
2023-01-01 23:00:00,28.48723,0.0,24.679182,13.295021,0.0,12.360547
2023-01-02 00:00:00,15.875747,0.0,23.499036,13.20947,0.0,11.314056
2023-01-02 01:00:00,15.19812,0.0,27.962972,13.248916,0.0,11.532605
2023-01-02 02:00:00,12.246862,0.0,24.155013,13.14178,0.0,10.953119
2023-01-02 03:00:00,27.948485,0.0,22.242869,13.488993,0.0,11.968135
2023-01-02 04:00:00,32.310669,0.0,21.224936,13.369437,0.0,11.996736
2023-01-02 05:00:00,25.592715,0.0,27.372048,13.550411,0.0,11.902462
2023-01-02 06:00:00,22.257126,1.518676,22.077128,18.815982,47.99463,12.220073
2023-01-02 07:00:00,23.74129,5.817142,40.153408,21.419344,135.982759,12.597878
2023-01-02 08:00:00,20.149094,12.17827,41.67844,24.89113,308.52802,12.522486
2023-01-02 09:00:00,25.654014,24.145104,30.962397,26.185656,680.202568,11.435539
2023-01-02 10:00:00,25.345802,43.819236,31.539651,28.082088,855.203518,11.518633
2023-01-02 11:00:00,20.904688,33.834138,30.131632,28.637743,962.453461,11.485511
2023-01-02 12:00:00,20.82102,32.830196,34.769807,29.971486,895.927632,11.871854
2023-01-02 13:00:00,38.62882,32.740035,32.550323,29.644445,642.603298,12.302721
2023-01-02 14:00:00,35.853687,11.959247,37.329939,27.713044,305.995299,12.238737
2023-01-02 15:00:00,27.275157,4.572273,32.526376,27.307361,135.702494,11.373465
2023-01-02 16:00:00,12.196531,1.468759,32.84701,24.048305,40.474502,10.899804
2023-01-02 17:00:00,23.493865,0.415381,35.624766,21.91316,11.368035,11.598698
2023-01-02 18:00:00,10.290678,0.0,42.256495,17.252759,0.0,10.576719
2023-01-02 19:00:00,26.42853,0.0,49.49843,12.759845,0.0,12.331927
2023-01-02 20:00:00,32.217673,0.0,40.729689,12.123442,0.0,11.812833
2023-01-02 21:00:00,8.197711,0.0,34.389296,12.643253,0.0,10.321271
2023-01-02 22:00:00,23.365204,0.0,31.0755,12.224499,0.0,12.429884
2023-01-02 23:00:00,18.253035,0.0,27.82199,13.616682,0.0,11.858874
2023-01-03 00:00:00,10.350489,0.0,22.132189,13.670696,0.0,11.672671
2023-01-03 01:00:00,19.07362,0.0,24.879902,13.720114,0.0,12.846304
2023-01-03 02:00:00,23.350726,0.0,27.922057,12.396792,0.0,12.183459
2023-01-03 03:00:00,17.023784,0.0,26.141553,13.866478,0.0,12.336895
2023-01-03 04:00:00,16.938837,0.0,23.262739,13.925954,0.0,12.896311
2023-01-03 05:00:00,20.48926,0.0,24.696821,12.852391,0.0,11.787362
2023-01-03 06:00:00,31.497637,1.990159,24.112928,17.770631,43.436387,11.88508
2023-01-03 07:00:00,31.913664,5.064421,35.909025,20.282051,119.98451,11.449821
2023-01-03 08:00:00,38.619084,16.359589,40.86024,24.321887,331.401923,12.262119
2023-01-03 09:00:00,20.34795,31.161033,33.58772,26.766956,626.024008,11.971369
2023-01-03 10:00:00,11.854056,42.682437,34.853073,27.516296,974.465246,12.403861
2023-01-03 11:00:00,30.120417,35.763041,29.813554,30.311736,1090.91766,11.63003
2023-01-03 12:00:00,35.384443,36.846464,31.345145,29.606291,848.157318,12.620411
2023-01-03 13:00:00,32.000958,22.26367,32.947962,29.305586,656.982421,12.563715
2023-01-03 14:00:00,18.632595,12.694813,40.216504,29.335539,296.466935,11.297139
2023-01-03 15:00:00,37.684436,4.786499,36.464497,26.959332,145.461416,12.012668
2023-01-03 16:00:00,14.845436,2.164237,33.557935,24.075519,44.615809,11.515293
2023-01-03 17:00:00,24.591626,0.518401,33.459756,21.946321,10.506071,12.428521
2023-01-03 18:00:00,23.686973,0.0,41.359327,17.332933,0.0,12.805548
2023-01-03 19:00:00,33.714736,0.0,44.073635,13.536603,0.0,11.952496
2023-01-03 20:00:00,18.863073,0.0,45.799236,13.155234,0.0,11.659219
2023-01-03 21:00:00,32.062224,0.0,35.48666,13.533749,0.0,11.938134
2023-01-03 22:00:00,39.613757,0.0,32.986388,13.880325,0.0,12.518477
2023-01-03 23:00:00,24.234803,0.0,23.495889,12.029018,0.0,11.538929
2023-01-04 00:00:00,29.207395,0.0,21.05291,13.701453,0.0,11.516818
2023-01-04 01:00:00,20.12341,0.0,25.31081,12.57896,0.0,11.890657
2023-01-04 02:00:00,36.638155,0.0,23.465754,13.952813,0.0,11.833528
2023-01-04 03:00:00,39.320678,0.0,25.314592,12.809818,0.0,12.266842
2023-01-04 04:00:00,18.391901,0.0,25.490088,13.599119,0.0,12.350646
2023-01-04 05:00:00,23.403672,0.0,24.406861,12.767036,0.0,11.989179
2023-01-04 06:00:00,15.082268,1.751637,20.372205,18.083485,44.490065,11.287614
2023-01-04 07:00:00,20.312753,4.626458,38.418736,21.027924,146.767156,11.195564
2023-01-04 08:00:00,10.221389,15.232364,43.032782,23.945797,343.614769,11.757915
2023-01-04 09:00:00,27.423698,20.284003,31.887084,26.691519,629.402494,11.808264
2023-01-04 10:00:00,23.86623,36.162641,33.240192,29.376149,913.402801,11.913926
2023-01-04 11:00:00,19.64855,45.162375,31.057693,29.450516,993.032728,13.070333
2023-01-04 12:00:00,22.349951,39.775429,33.053238,29.993545,922.292157,11.429573
2023-01-04 13:00:00,21.475816,20.109989,31.368189,29.608499,611.864877,11.686578
2023-01-04 14:00:00,29.749317,16.722117,38.259041,28.496469,344.445218,12.375103
2023-01-04 15:00:00,27.913309,6.482476,36.674929,26.733074,126.744375,11.519493
2023-01-04 16:00:00,36.830796,1.57529,34.235605,23.83448,41.716686,12.188646
2023-01-04 17:00:00,32.72354,0.52773,35.125144,21.950024,11.190591,12.678647
2023-01-04 18:00:00,25.886378,0.0,49.091243,18.098161,0.0,11.96705
2023-01-04 19:00:00,7.192853,0.0,45.123611,13.479724,0.0,10.069776
2023-01-04 20:00:00,36.292692,0.0,44.13122,13.380033,0.0,12.584853
2023-01-04 21:00:00,8.548152,0.0,32.457293,13.075213,0.0,10.562686
2023-01-04 22:00:00,22.995538,0.0,34.235708,13.705157,0.0,11.539959
2023-01-04 23:00:00,15.731867,0.0,25.351448,12.322936,0.0,11.168538
2023-01-05 00:00:00,32.174143,0.0,26.684113,12.239449,0.0,12.589396
2023-01-05 01:00:00,32.991933,0.0,20.024178,12.184846,0.0,12.377008
2023-01-05 02:00:00,10.083493,0.0,22.78261,13.613438,0.0,10.69353
2023-01-05 03:00:00,23.414052,0.0,20.097687,13.75442,0.0,12.833537
2023-01-05 04:00:00,40.897166,0.0,26.097187,13.226135,0.0,12.115322
2023-01-05 05:00:00,15.107817,0.0,27.839571,13.095742,0.0,12.10294
2023-01-05 06:00:00,12.909688,1.55858,21.684426,17.553419,39.974969,11.824672
2023-01-05 07:00:00,33.830898,4.675904,39.861054,20.156713,145.807216,12.396263
2023-01-05 08:00:00,32.58686,9.156649,39.277628,23.395145,302.143275,11.895221
2023-01-05 09:00:00,26.196268,21.372764,32.55952,26.692339,612.970224,12.264253
2023-01-05 10:00:00,31.462514,31.042855,32.978533,27.735645,877.201543,11.564715
2023-01-05 11:00:00,21.619138,38.818251,28.174824,29.239217,1030.032374,12.828958
2023-01-05 12:00:00,21.796046,32.340425,31.3784,29.81729,945.061942,11.925571
2023-01-05 13:00:00,33.34378,22.184668,30.328652,29.759361,627.488131,11.85292
2023-01-05 14:00:00,29.657983,15.200677,40.858605,28.655078,300.336394,11.864202
2023-01-05 15:00:00,35.059683,4.935176,40.233028,26.599815,139.187455,11.979695
2023-01-05 16:00:00,11.408277,1.58752,37.126438,24.020406,40.524505,11.198435
2023-01-05 17:00:00,34.826652,0.379696,34.118377,20.934056,10.2575,12.278704
2023-01-05 18:00:00,35.190929,0.0,43.306018,17.032333,0.0,11.502767
2023-01-05 19:00:00,35.26448,0.0,41.982825,13.22685,0.0,11.799415
2023-01-05 20:00:00,34.101613,0.0,43.542653,12.804257,0.0,11.775853
2023-01-05 21:00:00,25.18607,0.0,30.790608,12.244008,0.0,12.278815
2023-01-05 22:00:00,37.347306,0.0,33.089904,12.442116,0.0,12.504239
2023-01-05 23:00:00,16.282699,0.0,20.655284,13.319992,0.0,12.920588
2023-01-06 00:00:00,36.413578,0.0,23.972593,12.099155,0.0,11.807242
2023-01-06 01:00:00,26.185498,0.0,27.673296,13.444418,0.0,11.351878
2023-01-06 02:00:00,27.515656,0.0,23.237549,12.99313,0.0,12.270299
2023-01-06 03:00:00,33.482477,0.0,20.397596,13.674792,0.0,12.141423
2023-01-06 04:00:00,19.382239,0.0,25.523943,12.918848,0.0,12.259676
2023-01-06 05:00:00,17.240474,0.0,21.667568,12.045855,0.0,11.346852
2023-01-06 06:00:00,9.505018,1.757537,26.148868,18.495632,49.464466,11.705678
2023-01-06 07:00:00,6.040684,6.557911,41.946791,21.136685,130.153211,9.982316
2023-01-06 08:00:00,30.176393,11.474531,36.975454,23.951171,299.784833,11.602035
2023-01-06 09:00:00,22.571117,24.276099,35.813502,27.266838,555.202819,12.01304
2023-01-06 10:00:00,14.121414,26.797555,37.018811,29.098521,858.559628,13.063951
2023-01-06 11:00:00,30.64852,46.139307,29.645887,28.669208,991.853321,11.484627
2023-01-06 12:00:00,12.789228,28.479032,28.916925,30.392497,928.818017,10.891194
2023-01-06 13:00:00,24.233387,16.807619,33.250922,29.583445,541.104268,11.688889
2023-01-06 14:00:00,12.676737,15.809188,40.060472,29.019853,352.575892,12.623963
2023-01-06 15:00:00,21.258512,3.880474,37.643049,25.741295,127.745403,12.485926
2023-01-06 16:00:00,22.606068,1.747523,37.430083,23.97145,47.679583,11.777854
2023-01-06 17:00:00,35.643018,0.374184,33.33135,21.461697,10.939668,12.250504
2023-01-06 18:00:00,24.068102,0.0,45.222144,17.923958,0.0,12.531265
2023-01-06 19:00:00,27.575125,0.0,48.172039,12.37459,0.0,11.481392
2023-01-06 20:00:00,16.48756,0.0,46.635891,13.900905,0.0,13.449024
2023-01-06 21:00:00,21.788963,0.0,36.108071,13.563928,0.0,12.919928
2023-01-06 22:00:00,17.868953,0.0,37.191679,12.853086,0.0,12.847292
2023-01-06 23:00:00,34.083189,0.0,25.091129,13.938304,0.0,12.389489
2023-01-07 00:00:00,33.244745,0.0,27.711321,13.648648,0.0,12.248153
2023-01-07 01:00:00,17.627311,0.0,20.540942,13.539438,0.0,11.743658
2023-01-07 02:00:00,13.218749,0.0,20.680617,12.747372,0.0,11.440635
2023-01-07 03:00:00,26.650758,0.0,23.446787,12.647892,0.0,11.584482
2023-01-07 04:00:00,41.555,0.0,26.759624,13.119694,0.0,12.470762
2023-01-07 05:00:00,30.572971,0.0,27.225055,13.828745,0.0,11.414014
2023-01-07 06:00:00,22.507922,1.386824,27.49915,17.608855,40.692797,12.712287
2023-01-07 07:00:00,21.192459,5.247492,42.787156,20.238382,132.320973,11.468204
2023-01-07 08:00:00,39.730364,13.885395,39.686948,23.936623,346.549624,12.23862
2023-01-07 09:00:00,18.278407,26.384789,39.947189,25.60681,601.304155,11.612142
2023-01-07 10:00:00,30.450992,44.74571,34.888729,28.535457,940.537236,11.895882
2023-01-07 11:00:00,28.334811,43.810599,33.567577,29.388216,916.369898,11.834754
2023-01-07 12:00:00,36.621879,37.543103,34.478351,29.814273,921.782701,12.215002
2023-01-07 13:00:00,33.179415,20.215095,31.541852,30.198253,611.25837,11.493775
2023-01-07 14:00:00,13.953582,15.314602,37.454953,29.2534,337.736016,11.755628
2023-01-07 15:00:00,31.367713,6.06938,40.39344,25.69598,129.606997,11.524523
2023-01-07 16:00:00,36.882502,1.59395,36.808823,23.653525,43.072745,12.176941
2023-01-07 17:00:00,10.452149,0.418686,32.135723,20.152956,12.175738,11.847321
2023-01-07 18:00:00,30.851329,0.0,45.051113,18.501087,0.0,12.547278
2023-01-07 19:00:00,16.718784,0.0,46.047761,13.604034,0.0,13.152467
2023-01-07 20:00:00,18.122778,0.0,47.250048,13.437854,0.0,12.678621
2023-01-07 21:00:00,12.468849,0.0,37.262991,12.454023,0.0,11.562928
2023-01-07 22:00:00,16.277758,0.0,30.498422,12.11095,0.0,13.346823
2023-01-07 23:00:00,32.059699,0.0,26.323447,13.927337,0.0,11.774039
2023-01-08 00:00:00,14.09526,0.0,25.686049,12.387212,0.0,11.792444
2023-01-08 01:00:00,33.275739,0.0,20.774071,13.69563,0.0,12.466206
2023-01-08 02:00:00,20.022051,0.0,27.521559,13.515214,0.0,12.240868
2023-01-08 03:00:00,33.659007,0.0,24.496485,12.872031,0.0,11.632718
2023-01-08 04:00:00,35.893385,0.0,26.119172,12.257601,0.0,12.284008
2023-01-08 05:00:00,23.861441,0.0,23.42634,13.537885,0.0,12.320173
2023-01-08 06:00:00,19.550121,2.115175,25.773509,18.238002,49.455493,11.148064
2023-01-08 07:00:00,14.859962,4.679467,40.666501,21.77043,140.260358,10.940975
2023-01-08 08:00:00,25.239579,11.688951,36.0366,24.937584,338.345974,12.580096
2023-01-08 09:00:00,31.78538,19.017773,35.882192,26.508254,578.598881,11.927886
2023-01-08 10:00:00,7.513143,38.426328,39.898253,28.321385,812.564792,10.522711
2023-01-08 11:00:00,9.113692,37.206673,33.424969,29.449039,951.425783,11.052961
2023-01-08 12:00:00,33.91404,31.733794,29.013834,30.299601,808.149756,11.713998
2023-01-08 13:00:00,29.775603,19.190808,34.82164,29.380473,569.806545,11.63238
2023-01-08 14:00:00,30.727103,11.585872,39.565862,28.590758,313.382778,11.969757
2023-01-08 15:00:00,26.919704,6.259854,40.986996,26.635637,152.119911,11.353237
2023-01-08 16:00:00,21.8946,1.72938,32.656751,23.007517,42.122713,12.352252
2023-01-08 17:00:00,33.721721,0.524999,32.698411,20.34678,11.818929,12.574975
2023-01-08 18:00:00,37.187687,0.0,43.337752,17.139671,0.0,11.868613
2023-01-08 19:00:00,30.992419,0.0,44.929542,12.11721,0.0,12.581283
2023-01-08 20:00:00,37.243254,0.0,43.717107,13.790631,0.0,11.991664
2023-01-08 21:00:00,33.754762,0.0,34.703767,12.473394,0.0,12.032156
2023-01-08 22:00:00,32.052494,0.0,32.031447,12.63943,0.0,12.102832
2023-01-08 23:00:00,29.820664,0.0,22.170868,12.821445,0.0,11.506802
2023-01-09 00:00:00,33.000042,0.0,26.03655,13.566135,0.0,12.517021
2023-01-09 01:00:00,19.425787,0.0,27.058468,13.634438,0.0,13.117998
2023-01-09 02:00:00,33.145462,0.0,22.326709,12.926494,0.0,12.59693
2023-01-09 03:00:00,36.130647,0.0,26.816887,13.331819,0.0,12.110948
2023-01-09 04:00:00,29.474547,0.0,24.502181,12.237618,0.0,11.542325
2023-01-09 05:00:00,20.518974,0.0,21.5843,12.547836,0.0,11.664855
2023-01-09 06:00:00,12.332928,2.105877,22.73162,18.771261,43.860228,11.815676
2023-01-09 07:00:00,19.183334,5.839236,44.014703,22.083572,138.699731,13.03293
2023-01-09 08:00:00,6.676834,17.427899,38.285109,23.732836,343.244192,10.045111
2023-01-09 09:00:00,16.728706,22.922758,33.316011,26.854771,643.320548,12.627408
2023-01-09 10:00:00,31.240091,30.103553,34.598582,28.603139,842.050617,11.504008
2023-01-09 11:00:00,37.363065,42.803871,29.185942,28.596743,1010.431203,12.430286
2023-01-09 12:00:00,32.775242,37.000299,30.092668,30.081108,868.63204,12.095401
2023-01-09 13:00:00,13.990075,24.042399,34.673901,29.74753,604.308484,12.217224
2023-01-09 14:00:00,16.658071,15.925211,32.610775,28.817405,344.084783,11.365239
2023-01-09 15:00:00,20.542387,4.832549,37.703812,26.231451,121.802329,13.083702
2023-01-09 16:00:00,37.516838,1.451283,41.808087,23.813923,40.362593,11.771569
2023-01-09 17:00:00,23.131313,0.514539,41.263844,21.00393,10.566134,11.797433
2023-01-09 18:00:00,33.603479,0.0,42.171823,17.446693,0.0,11.68162
2023-01-09 19:00:00,16.696593,0.0,48.531425,12.918963,0.0,13.096206
2023-01-09 20:00:00,13.000123,0.0,47.656168,12.460322,0.0,11.744991
2023-01-09 21:00:00,24.312214,0.0,34.916192,13.387542,0.0,12.363081
2023-01-09 22:00:00,37.988341,0.0,35.312507,13.545555,0.0,12.012026
2023-01-09 23:00:00,35.019265,0.0,20.851979,12.354867,0.0,12.048807
2023-01-10 00:00:00,20.240627,0.0,24.902713,12.07305,0.0,12.362553
2023-01-10 01:00:00,14.564212,0.0,21.822338,13.119751,0.0,11.639881
2023-01-10 02:00:00,30.890813,0.0,22.887444,13.407004,0.0,12.495453
2023-01-10 03:00:00,18.452607,0.0,25.896264,13.860224,0.0,12.0552
2023-01-10 04:00:00,10.147383,0.0,21.846752,13.539136,0.0,11.351221
2023-01-10 05:00:00,38.671102,0.0,27.580503,12.18602,0.0,12.348461
2023-01-10 06:00:00,17.804949,2.179897,20.820406,18.987523,48.086071,13.265936
2023-01-10 07:00:00,15.267365,4.89649,36.95129,21.918868,132.474819,11.758333
2023-01-10 08:00:00,16.52952,12.244186,36.09635,24.277279,356.43084,12.651667
2023-01-10 09:00:00,24.050475,17.992291,35.374065,26.629254,557.519923,11.786888
2023-01-10 10:00:00,11.365431,35.091424,36.445203,28.539465,850.248666,12.363668
2023-01-10 11:00:00,29.634986,53.300602,28.07414,29.45521,1032.344879,12.055275
2023-01-10 12:00:00,13.197028,33.591635,30.623001,30.359374,947.98162,11.245862
2023-01-10 13:00:00,17.866906,24.645989,34.209808,28.819731,560.768708,11.728709
2023-01-10 14:00:00,13.17611,16.412777,32.766796,28.776513,323.673811,11.416836
2023-01-10 15:00:00,28.907628,6.573179,34.07272,25.855509,143.69323,12.236754
2023-01-10 16:00:00,39.038689,1.829735,32.594658,24.603526,44.115154,12.192047
